job_id,company_id,company_name,company_type,is_newly_founded,company_industry,job_title,role_category,job_description,responsibilities,requirements,skills_required,job_type,workplace_type,location,salary_min,salary_max,salary_currency,salary_period,experience_level,experience_years_min,experience_years_max,competition_level,applicant_count,is_fresher_friendly,is_early_applicant,freshness_label,is_active,posted_at
166,16,Zerodha,Startup,False,Fintech & Stock Broking,Data Analyst (Job Market & Hiring Intelligence),Data Analytics,"Analyze salary benchmarks, hiring velocity, and user swipe engagement patterns to generate market insights.",Write complex SQL queries for analytics; build executive Tableau dashboards; calculate candidate conversion funnels.,Proficient in SQL and statistical data analysis in Python (Pandas/Seaborn).,"[""SQL"", ""Python"", ""Pandas"", ""Tableau"", ""PowerBI"", ""Data Modeling"", ""Excel""]",Full-time,Remote,"Hyderabad, Telangana, India",1039930,1835170,INR,Per Annum,Entry-level,1,3,Medium,20,True,False,Active,True,2026-09-04 17:06:02
167,16,Zerodha,Startup,False,Fintech & Stock Broking,DevOps & Cloud Infrastructure Engineer,DevOps,Maintain containerized multi-service architectures and automate continuous integration and deployment pipelines.,Configure Docker Compose and Kubernetes pods; maintain CI workflows; manage AWS cloud resources.,"Solid experience in Docker containerization, Linux systems administration, and GitHub Actions CI.","[""Docker"", ""Kubernetes"", ""AWS"", ""GitHub Actions"", ""Terraform"", ""Linux"", ""PostgreSQL"", ""Redis""]",Full-time,Remote,"Remote, India",1486394,2576416,INR,Per Annum,Mid-level,2,5,Low,71,False,False,Active,True,2026-08-27 08:06:02
168,16,Zerodha,Startup,False,Fintech & Stock Broking,Software Development Engineer in Test (SDET / QA),QA/Testing,"Build automated test suites for REST APIs, validate RBAC security policies, and maintain regression test beds.",Develop automated integration test cases using Pytest; maintain Postman collections; perform load and security tests.,Strong Python test automation skills and deep understanding of HTTP status codes and API specifications.,"[""Python"", ""Pytest"", ""Postman"", ""REST APIs"", ""Selenium"", ""Jest"", ""CI/CD""]",Full-time,Remote,"Remote, India",1022512,1789397,INR,Per Annum,Entry-level,1,3,Medium,49,True,False,Active,True,2026-09-08 01:06:02
169,16,Zerodha,Startup,False,Fintech & Stock Broking,"Frontend Engineer (React.js, TypeScript & Tailwind)",Frontend,"Craft responsive swipe interfaces, analytics dashboards, and interactive user journeys.",Build modular UI components in React with Tailwind CSS; integrate REST APIs with graceful error handling.,"2+ years experience with modern React, TypeScript, state management (Redux/Context), and CSS animations.","[""React"", ""TypeScript"", ""Tailwind CSS"", ""Redux"", ""Framer Motion"", ""REST APIs"", ""Next.js""]",Full-time,Remote,"Remote, India",1295683,2375420,INR,Per Annum,Mid-level,2,4,Medium,78,False,False,Active,True,2026-09-03 01:06:02
170,16,Zerodha,Startup,False,Fintech & Stock Broking,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,Hybrid,"Noida, Uttar Pradesh, India",1223424,2113187,INR,Per Annum,Mid-level,2,4,Medium,36,False,False,Recently Posted,True,2026-09-11 00:06:02
171,16,Zerodha,Startup,False,Fintech & Stock Broking,Data Analyst (Job Market & Hiring Intelligence),Data Analytics,"Analyze salary benchmarks, hiring velocity, and user swipe engagement patterns to generate market insights.",Write complex SQL queries for analytics; build executive Tableau dashboards; calculate candidate conversion funnels.,Proficient in SQL and statistical data analysis in Python (Pandas/Seaborn).,"[""SQL"", ""Python"", ""Pandas"", ""Tableau"", ""PowerBI"", ""Data Modeling"", ""Excel""]",Full-time,Remote,"Remote, India",1094888,1932157,INR,Per Annum,Entry-level,1,3,Medium,33,True,False,Active,True,2026-09-02 20:06:02
172,16,Zerodha,Startup,False,Fintech & Stock Broking,Software Development Engineer in Test (SDET / QA),QA/Testing,"Build automated test suites for REST APIs, validate RBAC security policies, and maintain regression test beds.",Develop automated integration test cases using Pytest; maintain Postman collections; perform load and security tests.,Strong Python test automation skills and deep understanding of HTTP status codes and API specifications.,"[""Python"", ""Pytest"", ""Postman"", ""REST APIs"", ""Selenium"", ""Jest"", ""CI/CD""]",Full-time,Remote,"Chennai, Tamil Nadu, India",819675,1434431,INR,Per Annum,Entry-level,1,3,Medium,43,True,False,Just Posted,True,2026-09-12 05:06:02
173,16,Zerodha,Startup,False,Fintech & Stock Broking,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,On-site,"Chennai, Tamil Nadu, India",1375048,2375084,INR,Per Annum,Mid-level,2,4,Low,48,False,False,Just Posted,True,2026-09-12 11:06:02
174,17,Zomato,Startup,False,Food Tech & Quick Commerce (Blinkit),Junior Python Developer (Fresher Friendly),Backend,Kickstart your software engineering journey with mentorship from experienced architects.,Write clean Python code for CRUD operations; participate in code reviews and unit test writing in Pytest.,"B.Tech/B.E/BCA/MCA graduate with strong fundamentals in Python, OOP concepts, and SQL basics.","[""Python"", ""FastAPI"", ""SQL"", ""Git"", ""REST APIs"", ""Data Structures""]",Full-time,On-site,"Mumbai, Maharashtra, India",791534,1253262,INR,Per Annum,Fresher,0,1,Low,47,True,False,Active,True,2026-09-04 11:06:02
175,17,Zomato,Startup,False,Food Tech & Quick Commerce (Blinkit),Frontend Developer Intern (React & UI Design),Frontend,Hands-on frontend internship building swipe-based job discovery cards and mobile-first layouts.,Convert Figma designs to clean React components; implement responsive layouts and micro-interactions.,Demonstrated personal projects in React.js and strong knowledge of modern CSS/Tailwind.,"[""React"", ""JavaScript"", ""HTML5"", ""CSS3"", ""Tailwind CSS"", ""Git""]",Internship,Remote,"Delhi NCR / Gurugram, India",24637,44347,INR,Per Month,Fresher,0,1,Medium,32,True,False,Active,True,2026-09-01 08:06:02
176,17,Zomato,Startup,False,Food Tech & Quick Commerce (Blinkit),Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,Hybrid,"Hyderabad, Telangana, India",1081208,1867542,INR,Per Annum,Mid-level,2,4,Low,18,False,False,Just Posted,True,2026-09-13 07:06:02
177,17,Zomato,Startup,False,Food Tech & Quick Commerce (Blinkit),Data Analyst (Job Market & Hiring Intelligence),Data Analytics,"Analyze salary benchmarks, hiring velocity, and user swipe engagement patterns to generate market insights.",Write complex SQL queries for analytics; build executive Tableau dashboards; calculate candidate conversion funnels.,Proficient in SQL and statistical data analysis in Python (Pandas/Seaborn).,"[""SQL"", ""Python"", ""Pandas"", ""Tableau"", ""PowerBI"", ""Data Modeling"", ""Excel""]",Full-time,Remote,"Delhi NCR / Gurugram, India",884927,1561636,INR,Per Annum,Entry-level,1,3,Medium,31,True,False,Just Posted,True,2026-09-12 20:06:02
178,17,Zomato,Startup,False,Food Tech & Quick Commerce (Blinkit),Full Stack Engineer (FastAPI + React),Full Stack,Lead end-to-end feature delivery across frontend client apps and scalable backend services.,"Architect database schemas, implement business APIs, and craft pixel-perfect user dashboards.",Full-stack proficiency with Python/FastAPI backend and React/Next.js frontend.,"[""Python"", ""FastAPI"", ""React"", ""TypeScript"", ""PostgreSQL"", ""Docker"", ""Tailwind CSS""]",Full-time,Hybrid,"Bengaluru, Karnataka, India",1732584,3032023,INR,Per Annum,Mid-level,3,6,Low,78,False,False,Active,True,2026-08-30 21:06:02
179,17,Zomato,Startup,False,Food Tech & Quick Commerce (Blinkit),"Frontend Engineer (React.js, TypeScript & Tailwind)",Frontend,"Craft responsive swipe interfaces, analytics dashboards, and interactive user journeys.",Build modular UI components in React with Tailwind CSS; integrate REST APIs with graceful error handling.,"2+ years experience with modern React, TypeScript, state management (Redux/Context), and CSS animations.","[""React"", ""TypeScript"", ""Tailwind CSS"", ""Redux"", ""Framer Motion"", ""REST APIs"", ""Next.js""]",Full-time,Remote,"Hyderabad, Telangana, India",1426046,2614419,INR,Per Annum,Mid-level,2,4,Medium,36,False,False,Just Posted,True,2026-09-11 21:06:02
180,17,Zomato,Startup,False,Food Tech & Quick Commerce (Blinkit),Frontend Developer Intern (React & UI Design),Frontend,Hands-on frontend internship building swipe-based job discovery cards and mobile-first layouts.,Convert Figma designs to clean React components; implement responsive layouts and micro-interactions.,Demonstrated personal projects in React.js and strong knowledge of modern CSS/Tailwind.,"[""React"", ""JavaScript"", ""HTML5"", ""CSS3"", ""Tailwind CSS"", ""Git""]",Internship,Remote,Remote (Global),24174,43513,INR,Per Month,Fresher,0,1,Medium,54,True,False,Active,True,2026-08-27 05:06:02
181,17,Zomato,Startup,False,Food Tech & Quick Commerce (Blinkit),Software Development Engineer in Test (SDET / QA),QA/Testing,"Build automated test suites for REST APIs, validate RBAC security policies, and maintain regression test beds.",Develop automated integration test cases using Pytest; maintain Postman collections; perform load and security tests.,Strong Python test automation skills and deep understanding of HTTP status codes and API specifications.,"[""Python"", ""Pytest"", ""Postman"", ""REST APIs"", ""Selenium"", ""Jest"", ""CI/CD""]",Full-time,Hybrid,"Mumbai, Maharashtra, India",903908,1581840,INR,Per Annum,Entry-level,1,3,Medium,60,True,False,Active,True,2026-09-05 18:06:02
182,17,Zomato,Startup,False,Food Tech & Quick Commerce (Blinkit),Generative AI & LLM Systems Engineer,AI/ML,"Architect autonomous AI agents, structured LLM extraction pipelines, and RAG document search systems.",Build agentic workflows with LangChain; implement prompt guardrails and evaluation metrics; optimize token latency.,4+ years engineering experience with 2+ years deploying production RAG / LLM systems.,"[""Python"", ""OpenAI API"", ""LangChain"", ""LlamaIndex"", ""RAG"", ""Prompt Engineering"", ""FastAPI""]",Full-time,Remote,"Delhi NCR / Gurugram, India",3113982,5449468,INR,Per Annum,Senior,4,8,Low,42,False,False,Active,True,2026-09-07 21:06:02
183,17,Zomato,Startup,False,Food Tech & Quick Commerce (Blinkit),Backend Software Engineer (Python / FastAPI),Backend,Design and build high-throughput RESTful services and distributed data pipelines.,Develop modular backend microservices in FastAPI; optimize database queries in PostgreSQL; configure Redis caching.,"Strong background in Python 3.10+, SQLAlchemy, async programming, and Docker containerization.","[""Python"", ""FastAPI"", ""PostgreSQL"", ""Redis"", ""Docker"", ""REST APIs"", ""Microservices""]",Full-time,Remote,Remote (Global),1669593,2862160,INR,Per Annum,Mid-level,2,5,Medium,42,False,False,Active,True,2026-09-03 10:06:02
184,18,Groww,Startup,False,Investment Tech & Wealth Management,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,On-site,"Delhi NCR / Gurugram, India",1130339,1952404,INR,Per Annum,Mid-level,2,4,Medium,74,False,False,Active,True,2026-08-30 18:06:02
185,18,Groww,Startup,False,Investment Tech & Wealth Management,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,Remote,"Mumbai, Maharashtra, India",1357407,2344612,INR,Per Annum,Mid-level,2,4,Medium,66,False,False,Active,True,2026-09-06 13:06:02
186,18,Groww,Startup,False,Investment Tech & Wealth Management,Data Analyst (Job Market & Hiring Intelligence),Data Analytics,"Analyze salary benchmarks, hiring velocity, and user swipe engagement patterns to generate market insights.",Write complex SQL queries for analytics; build executive Tableau dashboards; calculate candidate conversion funnels.,Proficient in SQL and statistical data analysis in Python (Pandas/Seaborn).,"[""SQL"", ""Python"", ""Pandas"", ""Tableau"", ""PowerBI"", ""Data Modeling"", ""Excel""]",Full-time,On-site,"Mumbai, Maharashtra, India",1070602,1889299,INR,Per Annum,Entry-level,1,3,Medium,69,True,False,Recently Posted,True,2026-09-09 22:06:02
187,18,Groww,Startup,False,Investment Tech & Wealth Management,DevOps & Cloud Infrastructure Engineer,DevOps,Maintain containerized multi-service architectures and automate continuous integration and deployment pipelines.,Configure Docker Compose and Kubernetes pods; maintain CI workflows; manage AWS cloud resources.,"Solid experience in Docker containerization, Linux systems administration, and GitHub Actions CI.","[""Docker"", ""Kubernetes"", ""AWS"", ""GitHub Actions"", ""Terraform"", ""Linux"", ""PostgreSQL"", ""Redis""]",Full-time,Remote,"Remote, India",1647510,2855685,INR,Per Annum,Mid-level,2,5,Medium,21,False,False,Active,True,2026-09-03 18:06:02
188,18,Groww,Startup,False,Investment Tech & Wealth Management,AI Research & NLP Intern,AI/ML,Join our AI research team to perform exploratory data analysis on resume datasets and fine-tune NLP tokenizers.,Perform EDA and data cleaning on unstructured text; evaluate heuristic vs transformer matching scores.,Strong Python coding ability and academic foundation in statistical machine learning and NLP.,"[""Python"", ""Pandas"", ""NumPy"", ""scikit-learn"", ""spaCy"", ""NLP"", ""PyTorch""]",Internship,Remote,"Delhi NCR / Gurugram, India",38082,65284,INR,Per Month,Fresher,0,1,Low,50,True,False,Active,True,2026-09-05 11:06:02
189,18,Groww,Startup,False,Investment Tech & Wealth Management,Generative AI & LLM Systems Engineer,AI/ML,"Architect autonomous AI agents, structured LLM extraction pipelines, and RAG document search systems.",Build agentic workflows with LangChain; implement prompt guardrails and evaluation metrics; optimize token latency.,4+ years engineering experience with 2+ years deploying production RAG / LLM systems.,"[""Python"", ""OpenAI API"", ""LangChain"", ""LlamaIndex"", ""RAG"", ""Prompt Engineering"", ""FastAPI""]",Full-time,Hybrid,"Delhi NCR / Gurugram, India",3057597,5350796,INR,Per Annum,Senior,4,8,Medium,31,False,False,Active,True,2026-09-03 19:06:02
190,18,Groww,Startup,False,Investment Tech & Wealth Management,Frontend Developer Intern (React & UI Design),Frontend,Hands-on frontend internship building swipe-based job discovery cards and mobile-first layouts.,Convert Figma designs to clean React components; implement responsive layouts and micro-interactions.,Demonstrated personal projects in React.js and strong knowledge of modern CSS/Tailwind.,"[""React"", ""JavaScript"", ""HTML5"", ""CSS3"", ""Tailwind CSS"", ""Git""]",Internship,On-site,"Delhi NCR / Gurugram, India",28212,50782,INR,Per Month,Fresher,0,1,Medium,42,True,False,Active,True,2026-09-07 04:06:02
191,18,Groww,Startup,False,Investment Tech & Wealth Management,Software Development Engineer in Test (SDET / QA),QA/Testing,"Build automated test suites for REST APIs, validate RBAC security policies, and maintain regression test beds.",Develop automated integration test cases using Pytest; maintain Postman collections; perform load and security tests.,Strong Python test automation skills and deep understanding of HTTP status codes and API specifications.,"[""Python"", ""Pytest"", ""Postman"", ""REST APIs"", ""Selenium"", ""Jest"", ""CI/CD""]",Full-time,On-site,"Noida, Uttar Pradesh, India",842753,1474818,INR,Per Annum,Entry-level,1,3,Medium,31,True,False,Just Posted,True,2026-09-12 23:06:02
192,18,Groww,Startup,False,Investment Tech & Wealth Management,AI Research & NLP Intern,AI/ML,Join our AI research team to perform exploratory data analysis on resume datasets and fine-tune NLP tokenizers.,Perform EDA and data cleaning on unstructured text; evaluate heuristic vs transformer matching scores.,Strong Python coding ability and academic foundation in statistical machine learning and NLP.,"[""Python"", ""Pandas"", ""NumPy"", ""scikit-learn"", ""spaCy"", ""NLP"", ""PyTorch""]",Internship,Remote,"Noida, Uttar Pradesh, India",36841,63156,INR,Per Month,Fresher,0,1,Medium,21,True,False,Active,True,2026-08-27 19:06:02
193,19,PhonePe,Startup,False,Digital Payments & Financial Services,"Frontend Engineer (React.js, TypeScript & Tailwind)",Frontend,"Craft responsive swipe interfaces, analytics dashboards, and interactive user journeys.",Build modular UI components in React with Tailwind CSS; integrate REST APIs with graceful error handling.,"2+ years experience with modern React, TypeScript, state management (Redux/Context), and CSS animations.","[""React"", ""TypeScript"", ""Tailwind CSS"", ""Redux"", ""Framer Motion"", ""REST APIs"", ""Next.js""]",Full-time,Remote,"Delhi NCR / Gurugram, India",1155894,2119139,INR,Per Annum,Mid-level,2,4,Medium,53,False,False,Active,True,2026-09-09 02:06:02
194,19,PhonePe,Startup,False,Digital Payments & Financial Services,AI / Machine Learning Engineer (NLP & Vector Search),AI/ML,"Develop semantic matching engines, ATS scoring models, and candidate recommendation algorithms.",Train embedding models for resume-to-job similarity; optimize cosine distance calculations; build ML inference APIs.,"Proven experience in NLP, embeddings, vector similarity search, and deep learning frameworks.","[""Python"", ""PyTorch"", ""Hugging Face"", ""spaCy"", ""sentence-transformers"", ""Vector DB"", ""ChromaDB"", ""scikit-learn""]",Full-time,Hybrid,"Noida, Uttar Pradesh, India",1958537,3481843,INR,Per Annum,Mid-level,2,5,Medium,58,False,False,Active,True,2026-09-06 04:06:02
195,19,PhonePe,Startup,False,Digital Payments & Financial Services,Backend Software Engineer (Python / FastAPI),Backend,Design and build high-throughput RESTful services and distributed data pipelines.,Develop modular backend microservices in FastAPI; optimize database queries in PostgreSQL; configure Redis caching.,"Strong background in Python 3.10+, SQLAlchemy, async programming, and Docker containerization.","[""Python"", ""FastAPI"", ""PostgreSQL"", ""Redis"", ""Docker"", ""REST APIs"", ""Microservices""]",Full-time,Remote,"Remote, India",1567184,2686601,INR,Per Annum,Mid-level,2,5,Medium,52,False,False,Active,True,2026-09-03 03:06:02
196,19,PhonePe,Startup,False,Digital Payments & Financial Services,Junior Python Developer (Fresher Friendly),Backend,Kickstart your software engineering journey with mentorship from experienced architects.,Write clean Python code for CRUD operations; participate in code reviews and unit test writing in Pytest.,"B.Tech/B.E/BCA/MCA graduate with strong fundamentals in Python, OOP concepts, and SQL basics.","[""Python"", ""FastAPI"", ""SQL"", ""Git"", ""REST APIs"", ""Data Structures""]",Full-time,Remote,"Pune, Maharashtra, India",651887,1032155,INR,Per Annum,Fresher,0,1,Medium,66,True,False,Active,True,2026-09-03 04:06:02
197,19,PhonePe,Startup,False,Digital Payments & Financial Services,Data Analyst (Job Market & Hiring Intelligence),Data Analytics,"Analyze salary benchmarks, hiring velocity, and user swipe engagement patterns to generate market insights.",Write complex SQL queries for analytics; build executive Tableau dashboards; calculate candidate conversion funnels.,Proficient in SQL and statistical data analysis in Python (Pandas/Seaborn).,"[""SQL"", ""Python"", ""Pandas"", ""Tableau"", ""PowerBI"", ""Data Modeling"", ""Excel""]",Full-time,Hybrid,"Chennai, Tamil Nadu, India",1005348,1774144,INR,Per Annum,Entry-level,1,3,Medium,70,True,False,Recently Posted,True,2026-09-09 18:06:02
198,19,PhonePe,Startup,False,Digital Payments & Financial Services,AI Research & NLP Intern,AI/ML,Join our AI research team to perform exploratory data analysis on resume datasets and fine-tune NLP tokenizers.,Perform EDA and data cleaning on unstructured text; evaluate heuristic vs transformer matching scores.,Strong Python coding ability and academic foundation in statistical machine learning and NLP.,"[""Python"", ""Pandas"", ""NumPy"", ""scikit-learn"", ""spaCy"", ""NLP"", ""PyTorch""]",Internship,On-site,"Hyderabad, Telangana, India",39145,67105,INR,Per Month,Fresher,0,1,Medium,66,True,False,Active,True,2026-08-28 18:06:02
199,19,PhonePe,Startup,False,Digital Payments & Financial Services,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,On-site,"Chennai, Tamil Nadu, India",1304272,2252835,INR,Per Annum,Mid-level,2,4,Low,71,False,False,Active,True,2026-09-08 15:06:02
200,19,PhonePe,Startup,False,Digital Payments & Financial Services,Junior Python Developer (Fresher Friendly),Backend,Kickstart your software engineering journey with mentorship from experienced architects.,Write clean Python code for CRUD operations; participate in code reviews and unit test writing in Pytest.,"B.Tech/B.E/BCA/MCA graduate with strong fundamentals in Python, OOP concepts, and SQL basics.","[""Python"", ""FastAPI"", ""SQL"", ""Git"", ""REST APIs"", ""Data Structures""]",Full-time,On-site,"Chennai, Tamil Nadu, India",744157,1178249,INR,Per Annum,Fresher,0,1,Low,50,True,False,Active,True,2026-08-28 06:06:02
201,19,PhonePe,Startup,False,Digital Payments & Financial Services,Generative AI & LLM Systems Engineer,AI/ML,"Architect autonomous AI agents, structured LLM extraction pipelines, and RAG document search systems.",Build agentic workflows with LangChain; implement prompt guardrails and evaluation metrics; optimize token latency.,4+ years engineering experience with 2+ years deploying production RAG / LLM systems.,"[""Python"", ""OpenAI API"", ""LangChain"", ""LlamaIndex"", ""RAG"", ""Prompt Engineering"", ""FastAPI""]",Full-time,Remote,"Bengaluru, Karnataka, India",2972133,5201234,INR,Per Annum,Senior,4,8,Medium,21,False,False,Active,True,2026-09-01 03:06:02
202,20,Meesho,Startup,False,E-Commerce & Social Selling,Junior Python Developer (Fresher Friendly),Backend,Kickstart your software engineering journey with mentorship from experienced architects.,Write clean Python code for CRUD operations; participate in code reviews and unit test writing in Pytest.,"B.Tech/B.E/BCA/MCA graduate with strong fundamentals in Python, OOP concepts, and SQL basics.","[""Python"", ""FastAPI"", ""SQL"", ""Git"", ""REST APIs"", ""Data Structures""]",Full-time,Remote,"Mumbai, Maharashtra, India",743373,1177007,INR,Per Annum,Fresher,0,1,Low,58,True,False,Just Posted,True,2026-09-12 23:06:02
203,20,Meesho,Startup,False,E-Commerce & Social Selling,AI / Machine Learning Engineer (NLP & Vector Search),AI/ML,"Develop semantic matching engines, ATS scoring models, and candidate recommendation algorithms.",Train embedding models for resume-to-job similarity; optimize cosine distance calculations; build ML inference APIs.,"Proven experience in NLP, embeddings, vector similarity search, and deep learning frameworks.","[""Python"", ""PyTorch"", ""Hugging Face"", ""spaCy"", ""sentence-transformers"", ""Vector DB"", ""ChromaDB"", ""scikit-learn""]",Full-time,Hybrid,"Mumbai, Maharashtra, India",1811227,3219960,INR,Per Annum,Mid-level,2,5,Medium,77,False,False,Active,True,2026-09-01 23:06:02
204,20,Meesho,Startup,False,E-Commerce & Social Selling,DevOps & Cloud Infrastructure Engineer,DevOps,Maintain containerized multi-service architectures and automate continuous integration and deployment pipelines.,Configure Docker Compose and Kubernetes pods; maintain CI workflows; manage AWS cloud resources.,"Solid experience in Docker containerization, Linux systems administration, and GitHub Actions CI.","[""Docker"", ""Kubernetes"", ""AWS"", ""GitHub Actions"", ""Terraform"", ""Linux"", ""PostgreSQL"", ""Redis""]",Full-time,Remote,"Bengaluru, Karnataka, India",1883085,3264015,INR,Per Annum,Mid-level,2,5,Medium,75,False,False,Active,True,2026-09-07 18:06:02
205,20,Meesho,Startup,False,E-Commerce & Social Selling,DevOps & Cloud Infrastructure Engineer,DevOps,Maintain containerized multi-service architectures and automate continuous integration and deployment pipelines.,Configure Docker Compose and Kubernetes pods; maintain CI workflows; manage AWS cloud resources.,"Solid experience in Docker containerization, Linux systems administration, and GitHub Actions CI.","[""Docker"", ""Kubernetes"", ""AWS"", ""GitHub Actions"", ""Terraform"", ""Linux"", ""PostgreSQL"", ""Redis""]",Full-time,Hybrid,"Hyderabad, Telangana, India",2015459,3493462,INR,Per Annum,Mid-level,2,5,Medium,80,False,False,Recently Posted,True,2026-09-11 05:06:02
206,20,Meesho,Startup,False,E-Commerce & Social Selling,Software Development Engineer in Test (SDET / QA),QA/Testing,"Build automated test suites for REST APIs, validate RBAC security policies, and maintain regression test beds.",Develop automated integration test cases using Pytest; maintain Postman collections; perform load and security tests.,Strong Python test automation skills and deep understanding of HTTP status codes and API specifications.,"[""Python"", ""Pytest"", ""Postman"", ""REST APIs"", ""Selenium"", ""Jest"", ""CI/CD""]",Full-time,On-site,"Pune, Maharashtra, India",1077262,1885209,INR,Per Annum,Entry-level,1,3,Medium,65,True,False,Active,True,2026-09-02 17:06:02
207,20,Meesho,Startup,False,E-Commerce & Social Selling,Generative AI & LLM Systems Engineer,AI/ML,"Architect autonomous AI agents, structured LLM extraction pipelines, and RAG document search systems.",Build agentic workflows with LangChain; implement prompt guardrails and evaluation metrics; optimize token latency.,4+ years engineering experience with 2+ years deploying production RAG / LLM systems.,"[""Python"", ""OpenAI API"", ""LangChain"", ""LlamaIndex"", ""RAG"", ""Prompt Engineering"", ""FastAPI""]",Full-time,On-site,"Bengaluru, Karnataka, India",2704980,4733715,INR,Per Annum,Senior,4,8,Medium,25,False,False,Active,True,2026-08-28 18:06:02
208,20,Meesho,Startup,False,E-Commerce & Social Selling,Full Stack Engineer (FastAPI + React),Full Stack,Lead end-to-end feature delivery across frontend client apps and scalable backend services.,"Architect database schemas, implement business APIs, and craft pixel-perfect user dashboards.",Full-stack proficiency with Python/FastAPI backend and React/Next.js frontend.,"[""Python"", ""FastAPI"", ""React"", ""TypeScript"", ""PostgreSQL"", ""Docker"", ""Tailwind CSS""]",Full-time,Hybrid,"Mumbai, Maharashtra, India",1631242,2854674,INR,Per Annum,Mid-level,3,6,Medium,19,False,False,Recently Posted,True,2026-09-09 15:06:02
209,20,Meesho,Startup,False,E-Commerce & Social Selling,"Frontend Engineer (React.js, TypeScript & Tailwind)",Frontend,"Craft responsive swipe interfaces, analytics dashboards, and interactive user journeys.",Build modular UI components in React with Tailwind CSS; integrate REST APIs with graceful error handling.,"2+ years experience with modern React, TypeScript, state management (Redux/Context), and CSS animations.","[""React"", ""TypeScript"", ""Tailwind CSS"", ""Redux"", ""Framer Motion"", ""REST APIs"", ""Next.js""]",Full-time,Remote,"Remote, India",1286331,2358274,INR,Per Annum,Mid-level,2,4,Medium,58,False,False,Active,True,2026-08-31 14:06:02
210,20,Meesho,Startup,False,E-Commerce & Social Selling,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,Remote,Remote (Global),1457785,2517993,INR,Per Annum,Mid-level,2,4,Medium,73,False,False,Active,True,2026-09-01 18:06:02
211,20,Meesho,Startup,False,E-Commerce & Social Selling,Frontend Developer Intern (React & UI Design),Frontend,Hands-on frontend internship building swipe-based job discovery cards and mobile-first layouts.,Convert Figma designs to clean React components; implement responsive layouts and micro-interactions.,Demonstrated personal projects in React.js and strong knowledge of modern CSS/Tailwind.,"[""React"", ""JavaScript"", ""HTML5"", ""CSS3"", ""Tailwind CSS"", ""Git""]",Internship,Remote,Remote (Global),32953,59316,INR,Per Month,Fresher,0,1,Low,42,True,False,Active,True,2026-09-05 12:06:02
